Date,Open,High,Low,Close,Adj Close,Volume
2020-02-28,8133.850098,8490.469727,8133.850098,8461.830078,8461.830078,5301170000
2020-03-02,8569.910156,8879.389648,8446.500000,8877.980469,8877.980469,4232760000
2020-03-03,8892.679688,9000.459961,8516.580078,8594.490234,8594.490234,4336700000
2020-03-04,8745.639648,8952.110352,8669.759766,8949.280273,8949.280273,3602870000
2020-03-05,8713.190430,8864.190430,8613.910156,8671.660156,8671.660156,3748090000
2020-03-06,8395.950195,8571.879883,8319.900391,8530.339844,8530.339844,4279850000
2020-03-09,7912.140137,8241.769531,7912.140137,7948.029785,7948.029785,4530350000
2020-03-10,8213.969727,8376.440430,7942.129883,8372.269531,8372.269531,4431930000
2020-03-11,8166.259766,8224.730469,7900.990234,8006.120117,8006.120117,4273890000
2020-03-12,7452.759766,7808.310059,7255.620117,7263.649902,7263.649902,5066530000
2020-03-13,7683.040039,7998.509766,7301.879883,7995.259766,7995.259766,4685890000
2020-03-16,7502.259766,7563.450195,6993.609863,7020.379883,7020.379883,4594360000
2020-03-17,7198.529785,7550.129883,6959.149902,7473.950195,7473.950195,4900000000
2020-03-18,7023.859863,7336.879883,6837.529785,7175.180176,7175.180176,4890820000
2020-03-19,7190.209961,7514.140137,7037.470215,7288.520020,7288.520020,4762170000
2020-03-20,7391.220215,7487.830078,6969.770020,6994.290039,6994.290039,5239940000
2020-03-23,6952.709961,7145.290039,6771.910156,7006.919922,7006.919922,4330610000
2020-03-24,7349.000000,7555.910156,7304.390137,7553.830078,7553.830078,4417380000
2020-03-25,7543.959961,7777.609863,7390.410156,7469.620117,7469.620117,4666440000
2020-03-26,7549.830078,7913.109863,7549.830078,7897.129883,7897.129883,3999850000
2020-03-27,7657.439941,7817.740234,7580.220215,7588.370117,7588.370117,3977010000
2020-03-30,7678.830078,7902.089844,7651.430176,7889.009766,7889.009766,3846900000
2020-03-31,7855.740234,8011.600098,7765.459961,7813.500000,7813.500000,4059700000
2020-04-01,7582.779785,7701.680176,7423.970215,7486.290039,7486.290039,3685510000
2020-04-02,7445.879883,7641.870117,7432.279785,7635.660156,7635.660156,3608190000
2020-04-03,7631.569824,7673.490234,7439.779785,7528.109863,7528.109863,3279100000
2020-04-06,7819.060059,8110.660156,7763.089844,8081.660156,8081.660156,3849100000
2020-04-07,8287.480469,8305.589844,8043.069824,8049.310059,8049.310059,4069410000
2020-04-08,8134.299805,8254.410156,8058.410156,8229.540039,8229.540039,3470730000
2020-04-09,8284.309570,8334.230469,8167.930176,8238.530273,8238.530273,4123670000
2020-04-13,8209.679688,8338.150391,8158.580078,8332.740234,8332.740234,3146860000
2020-04-14,8489.269531,8708.549805,8470.740234,8692.160156,8692.160156,3732820000
2020-04-15,8548.469727,8666.240234,8500.559570,8591.959961,8591.959961,3333750000
2020-04-16,8689.089844,8793.349609,8605.509766,8757.830078,8757.830078,3995870000
2020-04-17,8876.660156,8879.240234,8704.379883,8832.410156,8832.410156,4335020000
2020-04-20,8742.540039,8855.179688,8725.330078,8726.509766,8726.509766,3796950000
2020-04-21,8639.740234,8663.089844,8359.839844,8403.000000,8403.000000,3756290000
2020-04-22,8575.570313,8708.480469,8550.610352,8664.639648,8664.639648,3025060000
2020-04-23,8693.730469,8796.490234,8624.629883,8641.500000,8641.500000,3734720000
2020-04-24,8666.570313,8791.360352,8599.990234,8786.599609,8786.599609,3673170000
2020-04-27,8865.580078,8887.620117,8803.889648,8837.660156,8837.660156,3678460000
